제품명,가격,제조사,주요 성분,효능 및 기능,복용 방법,주의사항 및 부작용,이미지URL,카테고리/태그
,"16,000원",라이펫ㅣ뉴알엑스,"타피오카 , 닭고기 , 쌀 , 프락토올리고당 , 글리세린 , 유청단백질 , 닭기름 , 비프분말 , 글루코사민 , 토마토분말 , 아미노산합제 , 요구르트향 , 치자황색소 , 비타민 C , 비타민 E , 소르빈산칼륨 , 가수분해연어 , 코코넛오일 , 루테인 , 베타글루칸 , 레드비트 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","관절, 눈&피부, 장건강 3가지 트릿을 한번에 배변 활동에 도움되는 프리미엄 생유산균 19종 눈건강에 탁월한 루테인 함유 관절에 효과적인 녹색입홍합 첨가 2",간식 닥터올인원 제형 저키 급여 방법 권장 급여량에 맞춰 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"17,000원",라이펫ㅣ아더마스,,,주식 미트볼 캥거루 (180g) 제형 화식 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"12,900원",라이펫ㅣ동해형씨,"인공 첨가물, 알러젠 관련","동해 바다 횟감으로 만든 저알러지, 고영양 식품 신선한 생선의 진한 향으로 압도적 기호성 영양과 안전성을 살린 휴먼그레이드 이상의 원물 전 연령층이 즐길 수 있는 부드러운 반건조 간식 2",원물건조 간식 동해형씨 원물건조 도치 제형 원물건조 도치 급여 방법 권장 급여량에 따라 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"18,700원",라이펫ㅣ닥터뮨,"난소화성말토덱스트린 , 황태분말 , 엥게비타지에스에이치 , 마리골드추출분말 , 빌베리추출분말 , 키토산 , 프락토올리고당 , 맥주효모 , 밀크시슬 , 비타민 C 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",안구 건강을 책임지는 마리골드&빌베리 함유 황태가루 함유로 기호성 최고 눈의 황반을 구성하는 루테인&지아잔틴 함유 HACCP의 인증 받은 위생적인 생산시설 2,눈&면역 영양제 아이즈 눈 영양제 제형 파우더 급여 방법 사료나 간식에 뿌려서 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"25,000원",라이펫ㅣ곰곰연구소,"생선연육 , 쌀가루 , 감자분말 , 정제염 , 마카추출분말 , 밀크씨슬분말 , 햄프씨드 , 건조맥주효모 , 강황분말 , 코코넛오일 , 콜라겐 , 소르빈산칼륨 , 비타민 A , 비타민 B1 , 비타민 B2 , 비타민 B3 , 비타민 B6 , 비타민 E , 빌베리추출분말 , 마리골드추출분말 , 결명자분말 , 오메가-6 , 포도종자추출물 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","눈 건강에 도움되는 빌베리, 루테인 함유 HACCP의 인증을 받은 안전한 생산 공정 흰살 생선 베이스의 저칼로리 맛있는 간식 스틱 타입으로 간편한 급여 가능 2",눈 영양 간식 닥터웰릿 이케어 3.0 제형 져키 스틱 급여 방법 권장 급여량에 맞춰 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"12,900원",라이펫ㅣ동해형씨,"인공 첨가물, 알러젠 관련","동해 바다 횟감으로 만든 저알러지, 고영양 식품 신선한 생선의 진한 향으로 압도적 기호성 영양과 안전성을 살린 휴먼그레이드 이상의 원물 전 연령층이 즐길 수 있는 부드러운 반건조 간식 2",원물건조 간식 동해형씨 원물건조 연어 제형 원물건조 연어 급여 방법 권장 급여량에 따라 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"15,000원",라이펫ㅣ아더마스,,,간식 플로팅 퓨레 06 (200g) 제형 퓨레 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"33,000원",라이펫ㅣ청담닥터스랩,"가수분해닭고기 , 농축완두단백 , 완두분 , 고구마전분 , 정제닭기름 , 셀룰로오스 , 녹차추출물 , L-아르기닌 , N-아세틸글루코사민 , MSM , 보스웰리아 , 어유분말(오메가-3 함유) , 피쉬콜라겐 , 히알루론산 , 프리바이오틱스(Bacillus coagulans) , 프리바이오틱스(Fructooligasaccharides) , 프리바이오틱스(이눌린) , 마리골드추출분말(루테인 함유) , 포스파티딜세린 , 복분자추출물 , 유카추출물(뿌리) , 인산칼슘 , 탄닌 , 비타민합제(비타민 A, B12, D, E) , 미네랄합제(아연, 망간) , 아미노산합제(DL-메티오닌, L-라이신) 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",기능성 알갱이로 설계해 플라그 70% 감소에 도움 구취 원인 흡착 제거를 위한 제울라이트 성분 함유 멀티 솔루션 영양 배합으로 전신 건강을 한번에 유산균 발효 사균체 함유로 장 건강 튼튼 · 면역 강화 2,구강관리 처방사료 청담닥터스랩 멀티&덴탈 2kg 제형 건사료 급여 방법 권장량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ로즈힙,"인공 첨가물, 알러젠 관련",특허 방법으로 추출한 로즈힙 열매 100% 관절 건강을 증진 시켜주는 GMO free 식물성 영양제 강력한 항산화 작용으로 면역력 증진과 노화 방지 호주 수의사들이 처방하는 3 IN 1 종합 영양제 2,종합 영양제 로즈힙 바이탈 케이나인 제형 파우더 급여 방법 주식/간식에 혼합해 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"59,500원",라이펫ㅣ바프독,"양어깨살 , 오리가슴살 , 오리근위 , 통오리 , 닭간 , 소비장 , 소신장 , 당근 , 양배추 , 콜리플라워 , 파프리카 , 애호박 , 케일 , 사과 , 표고버섯 , 브로콜리 , 블루베리 , 단호박 , 강황 , 코코넛오일 , 후추 , 저염멸치 , 대구간유 , 치아씨드 , 호박씨 , 켈프 , 스피루리나 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",두가지 이상의 고기 섭취로 균형 잡힌 완벽 비율 레시피 풍부한 아미노산&레시틴 에너지를 채워주는 덕앤램 늘 새롭고 신선하게 생산일 1-2주 내 생식 배송 전자빔 멸균 조사처리로 생식을 건강하고 안전하게 2,"프리미엄 생식 바프독 덕앤램 제형 원물 급여 방법 상온 기준 반드시 20분 내 급여해주시고, 이후에는 폐기해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ지위픽,,,일반 캔 사료 지위픽 트라이프&양고기 390G 제형 습식 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"44,000원",라이펫ㅣ포켄스,"타피오카 , 말티톨 , 이소말토올리고당 , 글리세린 , 감자 , 고구마 , 글리세린모노스테아레이트 , 아마씨분말 , CMC-Na , 비타민B1라우릴황산염 , 상어연골추출분말 , 카놀라유 , 블루베리분말 , 아세트산아연 , 클로렐라 , 파슬리 , 향료 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",관절·피부·눈 건강까지 한 번에 챙기는 덴탈껌 체중별 치아에 맞춘 DFS 공법으로 설계 클로렐라·파슬리 함유로 구취·충치 예방에 효과적 곡물 알러지 걱정 없는 옥수수·콩·밀 무첨가 간식 2,덴탈 간식 덴티페어리 베트 덴탈껌 S 50P 제형 덴탈껌 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"4,500원",라이펫ㅣ스텔라앤츄이스,,,일반 사료 치킨 키블 100g 제형 키블 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"6,500원",라이펫ㅣ디어니스트키친,,,일반 사료 파테 칠면조&가을채소 298g 제형 액상 고형 급여 방법 권장량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"42,000원",라이펫ㅣ아투,,"성장기 강아지를 위한 85:15 커스텀 영양 설계 단일 단백질 연어 사용해 알러지 반응 최소화 32가지 슈퍼푸드를 담은 독자적인 슈퍼-8 포뮬러 영양소 파괴를 최소화한 저온 슬로우 쿠킹 공법 2 급여 방법 일반 사료 아투 퍼피 연어 1.5kg 제형 건사료 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기 상품 정보 품명 및 모델명 아투 퍼피 연어 1.5kg 법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항 상세 참조 제조국 또는 원산지 스페인 제조자/수입자 (주)펫트코리아 소비자 상담관련 전화번호 상세 참조 만족도 높은 상품을 찾으시나요? Previous 찜하기 종합관리 추천 스텔라앤츄이스 스텔라앤츄이스 동결건조 미니 포크 디너패티 10g 3,000원 0.0리뷰 0 오늘출발 찜하기 종합관리 추천 라이펫 [샘플] 진정성 9종 (TF, TE, SG, LZ, LG, MP, CT, CA, FE) 75% 1,500원 6,000원 5.0리뷰 40 오늘출발 찜하기 종합관리 추천 스텔라앤츄이스 스텔라앤츄이스 오븐베이크 로우블렌드 키블 10kg 185,000원 0.0리뷰 0 오늘출발 찜하기 종합관리 추천 지위픽 지위픽 독 캔식품 트라이프&양고기 390G 0% 9,800원 9,800원 0.0리뷰 0 오늘출발 Next 리뷰 상품을 구매하신 분들이 작성한 리뷰입니다. 총점 평균 5 별점 5점 5점 1명 4점 0명 3점 0명 2점 0명 1점 0명 베스트 리뷰 10,000원 쿠폰 증정! 매주 월요일 12시 당첨자 3명 발표 사진 리뷰 0 전체 리뷰 1 별점순 최신순 클로이 말티츄 2살 4개월 별점 5점 2025.08.20 기호성이 아주 좋아요, 급여하기 아주 편해요, 성분이 아주 좋아요. 한동안 화식 이랑 동결 건조만 급여하다가 오랜만에 습식 사료 구매했어요!🤭 저희 아이가 처음 접하는 연어 단백질 사료라 새로운 시도였는데 너무 잘 먹어줘서 감동 😭 포장도 깔끔하고 배송도 빨라서 좋았어요! 이전 1 다음 상품 문의 1 상품에 관한 문의가 아닌 배송, 결제, 교환/반품에 대한 문의는 1:1 문의에 남겨주세요. 문의하기 제목 작성자 날짜 답변 상태 유통기한 망고보리 2025.09.12 답변 완료 이전 1 다음 배송정보 페이지 상단에 안내된 배송 기준을 확인해주세요. 브랜드 배송의 경우 브랜드별로 배송비와 무료배송 조건이 다르게 적용돼요. 라이펫 배송의 경우 30,000원 이상 구매 시 무료배송이 적용돼요. (30,000원 미만 구매 시 배송비 3,000원 추가) 부피가 큰 용품 및 일부 상품은 추가 배송비가 요청될 수 있어요. 취소/교환/반품 안내 주문 취소는 ‘결제 완료’ 상태에서만 가능해요. '상품준비중'일 경우는 1:1 문의를 통해서 주문을 취소할 수 있어요. 교환/반품은 상품 수령일로부터 7일 이내에 접수할 수 있어요. 리뷰를 작성한 경우 교환/반품이 불가능해요. 단순 변심 등의 구매자 사유의 교환/반품은 반품 배송비가 부과되며, 반품 배송비는 교환/반품 페이지에서 확인할 수 있어요. 판매자의 책임이 있는 상품 및 배송 문제는 교환/반품 택배비가 부과되지 않아요. 상품 및 배송에 문제가 있는 경우에 동일 상품으로만 교환할 수 있어요. 반품 신청한 상품의 회수 및 검수가 완료된 후 이상이 없을 경우 환불이 진행돼요. 교환/반품은 상품 회수 및 상태 확인 후 거절될 수 있어요. 상품 상세 설명에 교환/환불 정책이 별도로 기재된 경우 해당 내용이 우선돼요. 쿠폰 및 적립금 사용 여부에 따라 환불되는 금액에 차이가 있을 수 있어요. 일부 상품의 반품으로 주문 건의 쿠폰 사용 조건이 충족되지 않는 경우 쿠폰 적용이 취소될 수 있어요. 상품 색상과 이미지는 기기의 해상도에 따라 다르게 보일 수 있으며, 무료 교환/환불의 사유가 되지 않아요.",일반 사료 아투 퍼피 연어 1.5kg 제형 건사료 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
